order_date,po_id,supplier_id,supplier_region,supplier_country,part_id,part_type,category,unit_of_measure,delivery_qty,unit_cost_usd,total_cost_usd,promised_lead_time_days,actual_lead_time_days,on_time_flag,defect_flag,defect_reason,order_month_start,risk_score_month,risk_score
2/13/25,PO-45be3134,SU-010,Asia,South Korea,PART-115a79aa,Forged Steel Pin,Steel,ea,134,118.86,15927.24,20,20,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/13/25,PO-91033d3f,SU-003,Asia,India,PART-3c303ce5,Diesel Engine,Engines,ea,2,33120.93,66241.86,36,33,1,0,No Defect,2/1/25,2/1/25,49.62187416985762
2/13/25,PO-fc3deb0b,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,2,998.53,1997.06,27,27,1,0,No Defect,2/1/25,2/1/25,16.30851210209439
2/13/25,PO-868dd5d9,SU-009,Asia,South Korea,PART-86940171,Temperature Sensor,Electronics,ea,3,38.68,116.04,14,11,1,0,No Defect,2/1/25,2/1/25,73.86542235353708
2/13/25,PO-0ecfc123,SU-008,North America,USA,PART-aca61b3d,Joystick,Cabs & Controls,ea,2,220.1,440.2,37,28,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/13/25,PO-515c095f,SU-010,North America,Mexico,PART-e4a12237,Idler,Undercarriage,ea,2,331.95,663.9,34,34,1,1,Damaged in Transit,2/1/25,2/1/25,59.04708758305065
2/13/25,PO-e74119d9,SU-010,North America,Mexico,PART-e4a12237,Idler,Undercarriage,ea,41,331.95,13609.95,45,35,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/13/25,PO-49b20b86,SU-011,Asia,China,PART-5b69155b,Piston,Engines,ea,1,68.88,68.88,40,40,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/14/25,PO-06281c2a,SU-012,North America,USA,PART-5edada95,Hydraulic Fluid,Lubricants & Fluids,gal,28,22.53,630.84,7,7,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/14/25,PO-7f60bb02,SU-006,South America,Brazil,PART-c315bc59,Blade,Attachments,ea,4,5926.57,23706.28,53,49,1,0,No Defect,2/1/25,2/1/25,16.30851210209439
2/14/25,PO-d2dd90d4,SU-008,North America,USA,PART-aca61b3d,Joystick,Cabs & Controls,ea,28,220.1,6162.8,25,23,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/14/25,PO-2ba84cb0,SU-011,Asia,China,PART-3c303ce5,Diesel Engine,Engines,ea,2,33154.9,66309.8,30,27,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/14/25,PO-f3a7efa2,SU-011,Asia,China,PART-83525011,Fuel Injector,Engines,ea,1,855.43,855.43,30,22,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/14/25,PO-47d99eb8,SU-011,Asia,India,PART-1e097245,Bucket,Attachments,ea,1,6605.07,6605.07,42,31,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/14/25,PO-ad9bd93b,SU-002,Europe,Germany,PART-9002654c,Seal Kit,Hydraulics,pk,8,87.41,699.28,30,30,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/14/25,PO-1aa3af4b,SU-010,North America,Mexico,PART-e4a12237,Idler,Undercarriage,ea,27,331.95,8962.65,22,22,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/14/25,PO-954670d6,SU-002,Europe,Germany,PART-4888e870,Control Valve,Hydraulics,ea,16,262.91,4206.56,29,29,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/14/25,PO-6ddda7f5,SU-005,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,37,32.78,1212.86,7,7,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/15/25,PO-9d4f91e2,SU-012,North America,USA,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,141,19.41,2736.81,6,6,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/15/25,PO-1e671b73,SU-008,North America,USA,PART-aca61b3d,Joystick,Cabs & Controls,ea,18,220.1,3961.8,24,24,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/15/25,PO-d6c3749c,SU-004,Asia,India,PART-dee85722,Wheel Rim,Undercarriage,ea,22,519.91,11438.02,38,38,1,0,No Defect,2/1/25,2/1/25,14.432474606154369
2/15/25,PO-587d8c46,SU-002,Europe,Germany,PART-92688dfb,Hydraulic Hose,Hydraulics,ft,1,3.49,3.49,16,16,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/15/25,PO-b293eb2e,SU-008,North America,USA,PART-ff4f5d3e,Cab Glass,Cabs & Controls,ea,33,352.41,11629.53,29,29,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/15/25,PO-5416261c,SU-005,Asia,China,PART-b34ef8fd,Hex Bolt,Fasteners,ea,546,3.7,2020.2,7,7,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/15/25,PO-8f28b424,SU-002,Europe,Germany,PART-92688dfb,Hydraulic Hose,Hydraulics,ft,19,3.49,66.31,21,21,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/15/25,PO-dc85b06e,SU-007,Europe,Netherlands,PART-ff9ed178,Coolant,Lubricants & Fluids,gal,128,25.07,3208.96,5,5,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/15/25,PO-d045ecb1,SU-011,Asia,China,PART-5b69155b,Piston,Engines,ea,2,68.88,137.76,31,29,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/15/25,PO-fee035e8,SU-002,Europe,Germany,PART-4888e870,Control Valve,Hydraulics,ea,12,262.91,3154.92,15,15,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/16/25,PO-afaf9a0a,SU-011,Asia,China,PART-3c303ce5,Diesel Engine,Engines,ea,2,33154.9,66309.8,78,78,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/16/25,PO-15dc2216,SU-008,North America,USA,PART-aca61b3d,Joystick,Cabs & Controls,ea,14,220.1,3081.4,32,30,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/16/25,PO-e8897023,SU-005,Asia,China,PART-4af45281,Washer,Fasteners,ea,71,0.1,7.1,7,7,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/16/25,PO-4fc9d501,SU-009,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,10,201.4,2014,14,14,1,0,No Defect,2/1/25,2/1/25,73.86542235353708
2/16/25,PO-16f7b019,SU-001,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,26,200.99,5225.74,45,42,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/16/25,PO-afc3da5f,SU-012,North America,USA,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,76,19.41,1475.16,6,6,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/16/25,PO-7f6fca17,SU-003,Asia,India,PART-3c303ce5,Diesel Engine,Engines,ea,3,33120.93,99362.79,73,73,1,0,No Defect,2/1/25,2/1/25,49.62187416985762
2/16/25,PO-589cba40,SU-004,Asia,India,PART-8f2135f2,Track Roller,Undercarriage,ea,49,181.38,8887.62,31,18,1,0,No Defect,2/1/25,2/1/25,14.432474606154369
2/16/25,PO-37692dc1,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,7,19.8,138.6,5,5,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/16/25,PO-afc7bb7f,SU-007,Europe,Netherlands,PART-ff9ed178,Coolant,Lubricants & Fluids,gal,27,25.07,676.89,7,7,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/17/25,PO-ad1a71e8,SU-012,North America,USA,PART-42399920,Cabin Filter,Filters,ea,35,24.62,861.7,6,6,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/17/25,PO-f3540b2b,SU-010,North America,Mexico,PART-02476ffd,Sprocket,Undercarriage,ea,12,490.91,5890.92,37,37,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/17/25,PO-cbcb529e,SU-012,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,82,33.8,2771.6,6,6,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/17/25,PO-f71d2b6b,SU-007,Europe,Netherlands,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,168,23.55,3956.4,5,5,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/17/25,PO-150dd8cd,SU-001,Asia,India,PART-1b818820,Steel Beam,Steel,ft,627,11.55,7241.85,19,19,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/17/25,PO-a76c64e7,SU-003,Asia,India,PART-1750e948,Turbocharger,Engines,ea,1,1036.95,1036.95,35,33,1,0,No Defect,2/1/25,2/1/25,49.62187416985762
2/17/25,PO-2dadc4a5,SU-010,Asia,South Korea,PART-1b818820,Steel Beam,Steel,ft,3756,12.2,45823.2,20,17,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/17/25,PO-08f94139,SU-011,Asia,India,PART-2b5d6159,Fork Assembly,Attachments,ea,4,991.63,3966.52,35,33,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/17/25,PO-977a7718,SU-011,Asia,China,PART-3c303ce5,Diesel Engine,Engines,ea,2,33154.9,66309.8,80,69,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/17/25,PO-74ffbff3,SU-011,Asia,India,PART-1e097245,Bucket,Attachments,ea,1,6605.07,6605.07,30,25,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/18/25,PO-84a5e4ad,SU-011,Asia,India,PART-1e097245,Bucket,Attachments,ea,2,6605.07,13210.14,49,27,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/18/25,PO-a162f5e5,SU-007,Europe,Netherlands,PART-ff9ed178,Coolant,Lubricants & Fluids,gal,153,25.07,3835.71,5,5,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/18/25,PO-81a062a4,SU-011,Asia,India,PART-1e097245,Bucket,Attachments,ea,1,6605.07,6605.07,40,40,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/18/25,PO-6e3ca895,SU-002,Europe,Germany,PART-0cf80665,Hydraulic Cylinder,Hydraulics,ea,17,193.27,3285.59,20,20,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/18/25,PO-9e63624b,SU-012,North America,USA,PART-a901d4b0,Engine Oil Filter,Filters,ea,190,14.81,2813.9,6,4,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/18/25,PO-7aa2c577,SU-012,North America,USA,PART-ff9ed178,Coolant,Lubricants & Fluids,gal,42,24.57,1031.94,6,6,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/18/25,PO-90eb81cb,SU-001,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,16,200.99,3215.84,33,31,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/18/25,PO-6123acd9,SU-010,Asia,South Korea,PART-c1cb8998,Steel Casting,Steel,lb,1448,3.06,4430.88,20,12,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/18/25,PO-8ed78007,SU-007,Europe,Netherlands,PART-ff9ed178,Coolant,Lubricants & Fluids,gal,143,25.07,3585.01,5,5,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/18/25,PO-12a99eb9,SU-005,Asia,China,PART-4af45281,Washer,Fasteners,ea,227,0.1,22.7,7,6,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/19/25,PO-0e364b53,SU-004,Asia,India,PART-90c1ac34,Track Link,Undercarriage,ea,12,4765.64,57187.68,36,36,1,0,No Defect,2/1/25,2/1/25,14.432474606154369
2/19/25,PO-d099e08d,SU-012,North America,USA,PART-42399920,Cabin Filter,Filters,ea,37,24.62,910.94,7,7,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/19/25,PO-c6ff662e,SU-005,North America,USA,PART-42399920,Cabin Filter,Filters,ea,49,23.87,1169.63,7,7,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/19/25,PO-6131aa27,SU-010,Asia,South Korea,PART-7c205b95,Steel Plate,Steel,lb,4666,0.63,2939.58,20,20,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/19/25,PO-f114d80e,SU-011,Asia,India,PART-1e097245,Bucket,Attachments,ea,4,6605.07,26420.28,30,30,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/19/25,PO-9beb7bc8,SU-001,Asia,India,PART-c1cb8998,Steel Casting,Steel,lb,1023,2.9,2966.7,20,20,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/19/25,PO-7ec59bb6,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,9,19.8,178.2,6,5,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/19/25,PO-0172ccfd,SU-008,North America,USA,PART-aea60078,Instrument Panel,Cabs & Controls,ea,41,1298.97,53257.77,17,17,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/19/25,PO-6ca5ebe0,SU-012,North America,USA,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,33,23.09,761.97,6,6,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/19/25,PO-bc9973e9,SU-001,Asia,South Korea,PART-23d2e29d,Wiring Harness,Electronics,ft,7,0.61,4.27,15,12,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/20/25,PO-aa433dec,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,32,483.94,15486.08,45,35,1,0,No Defect,2/1/25,2/1/25,14.432474606154369
2/20/25,PO-880f02e0,SU-003,Asia,India,PART-3c303ce5,Diesel Engine,Engines,ea,1,33120.93,33120.93,46,44,1,0,No Defect,2/1/25,2/1/25,49.62187416985762
2/20/25,PO-59701649,SU-009,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,23,201.4,4632.2,23,21,1,1,Damaged in Transit,2/1/25,2/1/25,73.86542235353708
2/20/25,PO-52e45936,SU-008,North America,USA,PART-aca61b3d,Joystick,Cabs & Controls,ea,48,220.1,10564.8,39,37,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/20/25,PO-b331952c,SU-008,North America,USA,PART-aea60078,Instrument Panel,Cabs & Controls,ea,40,1298.97,51958.8,18,17,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/20/25,PO-3951940f,SU-008,North America,USA,PART-b4cae6b4,Operator Seat,Cabs & Controls,ea,50,1496.38,74819,25,25,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/20/25,PO-ef4398d3,SU-010,North America,Mexico,PART-02476ffd,Sprocket,Undercarriage,ea,11,490.91,5400.01,21,20,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/20/25,PO-d353cfa9,SU-010,Asia,South Korea,PART-1b818820,Steel Beam,Steel,ft,1547,12.2,18873.4,25,24,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/20/25,PO-a470a1cb,SU-006,South America,Brazil,PART-5902e85c,Ripper,Attachments,ea,2,1909.21,3818.42,21,21,1,0,No Defect,2/1/25,2/1/25,16.30851210209439
2/20/25,PO-733ebf79,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,1,998.53,998.53,38,33,1,0,No Defect,2/1/25,2/1/25,16.30851210209439
2/21/25,PO-11253097,SU-006,South America,Brazil,PART-5902e85c,Ripper,Attachments,ea,3,1909.21,5727.63,55,55,1,0,No Defect,2/1/25,2/1/25,16.30851210209439
2/21/25,PO-9ecc62c1,SU-011,Asia,India,PART-c315bc59,Blade,Attachments,ea,4,5885.61,23542.44,47,47,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/21/25,PO-863b113d,SU-003,Asia,India,PART-1750e948,Turbocharger,Engines,ea,2,1036.95,2073.9,90,89,1,0,No Defect,2/1/25,2/1/25,49.62187416985762
2/21/25,PO-dc008199,SU-010,North America,Mexico,PART-e4a12237,Idler,Undercarriage,ea,15,331.95,4979.25,24,24,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/21/25,PO-7204c09e,SU-009,Europe,Germany,PART-9002654c,Seal Kit,Hydraulics,pk,3,87.24,261.72,25,25,1,0,No Defect,2/1/25,2/1/25,73.86542235353708
2/21/25,PO-d8970393,SU-001,Asia,India,PART-1b818820,Steel Beam,Steel,ft,364,11.55,4204.2,27,27,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/21/25,PO-c34a4be8,SU-010,North America,Mexico,PART-8f2135f2,Track Roller,Undercarriage,ea,20,183.99,3679.8,23,20,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/21/25,PO-f228d0a9,SU-010,Asia,South Korea,PART-c1cb8998,Steel Casting,Steel,lb,4561,3.06,13956.66,20,19,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/21/25,PO-d5a6279a,SU-002,Europe,Germany,PART-0a30915c,Hydraulic Pump,Hydraulics,ea,5,401.55,2007.75,27,27,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/21/25,PO-cc979b30,SU-011,Asia,China,PART-5b69155b,Piston,Engines,ea,2,68.88,137.76,46,46,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/22/25,PO-b8fafafd,SU-005,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,116,32.78,3802.48,7,7,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/22/25,PO-a697bc46,SU-011,Asia,China,PART-1750e948,Turbocharger,Engines,ea,3,1038.02,3114.06,30,30,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/22/25,PO-78a14a43,SU-012,North America,USA,PART-5edada95,Hydraulic Fluid,Lubricants & Fluids,gal,8,22.53,180.24,6,6,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/22/25,PO-1d379b7c,SU-001,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,19,35.11,667.09,14,12,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/22/25,PO-5e717b5e,SU-008,North America,USA,PART-b4cae6b4,Operator Seat,Cabs & Controls,ea,21,1496.38,31423.98,32,32,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/22/25,PO-b3855017,SU-010,North America,Mexico,PART-dee85722,Wheel Rim,Undercarriage,ea,13,527.4,6856.2,32,32,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/22/25,PO-7950763b,SU-005,Asia,China,PART-c697d757,Stud,Fasteners,ea,85,3.44,292.4,7,5,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/22/25,PO-87dcc6d1,SU-001,Asia,South Korea,PART-23d2e29d,Wiring Harness,Electronics,ft,29,0.61,17.69,14,14,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/22/25,PO-fb997542,SU-001,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,3,35.11,105.33,20,19,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/22/25,PO-e5d1e799,SU-011,Asia,China,PART-fb58317b,Engine Block,Engines,ea,3,4530.23,13590.69,47,40,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/23/25,PO-a539df45,SU-007,Europe,Netherlands,PART-4e8d7802,Transmission Oil,Lubricants & Fluids,gal,150,23.55,3532.5,5,4,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/23/25,PO-144b24e8,SU-005,Asia,China,PART-4af45281,Washer,Fasteners,ea,940,0.1,94,7,7,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/23/25,PO-ff3d33b5,SU-002,Europe,Germany,PART-0cf80665,Hydraulic Cylinder,Hydraulics,ea,3,193.27,579.81,30,26,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/23/25,PO-6158340b,SU-002,Europe,Germany,PART-9002654c,Seal Kit,Hydraulics,pk,9,87.41,786.69,12,11,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/23/25,PO-3dcf93ae,SU-002,Europe,Germany,PART-9002654c,Seal Kit,Hydraulics,pk,10,87.41,874.1,16,10,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/23/25,PO-0a997261,SU-005,Asia,China,PART-c697d757,Stud,Fasteners,ea,563,3.44,1936.72,7,6,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/23/25,PO-bea071d2,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,22,483.94,10646.68,24,20,1,0,No Defect,2/1/25,2/1/25,14.432474606154369
2/23/25,PO-a101a7b3,SU-003,Asia,India,PART-fb58317b,Engine Block,Engines,ea,3,4525.59,13576.77,39,39,1,0,No Defect,2/1/25,2/1/25,49.62187416985762
2/23/25,PO-37c0c301,SU-003,Asia,India,PART-fb58317b,Engine Block,Engines,ea,2,4525.59,9051.18,36,36,1,0,No Defect,2/1/25,2/1/25,49.62187416985762
2/23/25,PO-0316ddc3,SU-006,South America,Brazil,PART-5902e85c,Ripper,Attachments,ea,4,1909.21,7636.84,26,23,1,0,No Defect,2/1/25,2/1/25,16.30851210209439
2/24/25,PO-2d431ae5,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,35,483.94,16937.9,30,30,1,0,No Defect,2/1/25,2/1/25,14.432474606154369
2/24/25,PO-3f0d3926,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,17,483.94,8226.98,32,31,1,0,No Defect,2/1/25,2/1/25,14.432474606154369
2/24/25,PO-f9d5e22c,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,17,483.94,8226.98,19,19,1,0,No Defect,2/1/25,2/1/25,14.432474606154369
2/24/25,PO-87e3ca86,SU-009,Europe,Germany,PART-92688dfb,Hydraulic Hose,Hydraulics,ft,19,3.49,66.31,14,14,1,0,No Defect,2/1/25,2/1/25,73.86542235353708
2/24/25,PO-f54288fc,SU-010,North America,Mexico,PART-8f2135f2,Track Roller,Undercarriage,ea,10,183.99,1839.9,31,31,1,0,No Defect,2/1/25,2/1/25,59.04708758305065
2/24/25,PO-f532769f,SU-003,Asia,India,PART-1750e948,Turbocharger,Engines,ea,1,1036.95,1036.95,35,35,1,0,No Defect,2/1/25,2/1/25,49.62187416985762
2/24/25,PO-540832a9,SU-008,North America,USA,PART-aea60078,Instrument Panel,Cabs & Controls,ea,37,1298.97,48061.89,44,44,1,0,No Defect,2/1/25,2/1/25,14.929623482313673
2/24/25,PO-0a981e73,SU-005,North America,USA,PART-e4bd0da9,Hydraulic Filter,Filters,ea,180,32.78,5900.4,8,8,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/24/25,PO-85e5c2d4,SU-005,Asia,China,PART-c697d757,Stud,Fasteners,ea,505,3.44,1737.2,7,7,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/24/25,PO-b147cbcc,SU-006,South America,Brazil,PART-5902e85c,Ripper,Attachments,ea,2,1909.21,3818.42,41,41,1,0,No Defect,2/1/25,2/1/25,16.30851210209439
2/25/25,PO-66c66cf2,SU-012,North America,USA,PART-bf4a454b,Air Filter,Filters,ea,146,31.21,4556.66,7,7,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/25/25,PO-cd985876,SU-001,Asia,India,PART-115a79aa,Forged Steel Pin,Steel,ea,2574,112.5,289575,26,26,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/25/25,PO-6cdf1d9e,SU-011,Asia,China,PART-1750e948,Turbocharger,Engines,ea,1,1038.02,1038.02,56,41,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/25/25,PO-6dbb10a1,SU-012,North America,USA,PART-bf4a454b,Air Filter,Filters,ea,131,31.21,4088.51,6,6,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/25/25,PO-6a309e37,SU-004,Asia,India,PART-02476ffd,Sprocket,Undercarriage,ea,20,483.94,9678.8,18,18,1,0,No Defect,2/1/25,2/1/25,14.432474606154369
2/25/25,PO-98dce046,SU-002,Europe,Germany,PART-9002654c,Seal Kit,Hydraulics,pk,17,87.41,1485.97,24,24,1,0,No Defect,2/1/25,2/1/25,25.423787226288503
2/25/25,PO-c186c856,SU-001,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,12,200.99,2411.88,17,11,1,0,No Defect,2/1/25,2/1/25,21.79248574254988
2/25/25,PO-b4e5048f,SU-009,Asia,South Korea,PART-9ebe2a95,GPS Module,Electronics,ea,25,35.18,879.5,45,45,1,0,No Defect,2/1/25,2/1/25,73.86542235353708
2/25/25,PO-e56f25d9,SU-011,Asia,India,PART-5902e85c,Ripper,Attachments,ea,2,1896.02,3792.04,35,25,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/25/25,PO-7b259d4c,SU-009,Asia,South Korea,PART-0900a8a8,Pressure Sensor,Electronics,ea,9,201.4,1812.6,15,15,1,0,No Defect,2/1/25,2/1/25,73.86542235353708
2/26/25,PO-68f10fa4,SU-012,North America,USA,PART-5edada95,Hydraulic Fluid,Lubricants & Fluids,gal,10,22.53,225.3,6,6,1,0,No Defect,2/1/25,2/1/25,0.8079610291017132
2/26/25,PO-e2e2a8d5,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,4,998.53,3994.12,59,59,1,0,No Defect,2/1/25,2/1/25,16.30851210209439
2/26/25,PO-4050d1cc,SU-011,Asia,China,PART-3c303ce5,Diesel Engine,Engines,ea,2,33154.9,66309.8,32,32,1,0,No Defect,2/1/25,2/1/25,20.160454909522972
2/26/25,PO-eed562fc,SU-005,Asia,China,PART-4af45281,Washer,Fasteners,ea,924,0.1,92.4,7,7,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/26/25,PO-cf9d266b,SU-007,Europe,Netherlands,PART-5edada95,Hydraulic Fluid,Lubricants & Fluids,gal,116,22.99,2666.84,5,5,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/26/25,PO-fe087da1,SU-004,Asia,India,PART-e4a12237,Idler,Undercarriage,ea,7,327.23,2290.61,18,16,1,0,No Defect,2/1/25,2/1/25,14.432474606154369
2/26/25,PO-a6543f59,SU-001,Asia,India,PART-c1cb8998,Steel Casting,Steel,lb,3185,2.9,9236.5,14,14,1,1,Incorrect Specs,2/1/25,2/1/25,21.79248574254988
2/26/25,PO-ff28c536,SU-007,Europe,Netherlands,PART-5edada95,Hydraulic Fluid,Lubricants & Fluids,gal,95,22.99,2184.05,7,6,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/26/25,PO-2e17ff99,SU-006,South America,Brazil,PART-2b5d6159,Fork Assembly,Attachments,ea,3,998.53,2995.59,21,21,1,0,No Defect,2/1/25,2/1/25,16.30851210209439
2/26/25,PO-90df642e,SU-009,Asia,South Korea,PART-23d2e29d,Wiring Harness,Electronics,ft,3,0.61,1.83,38,28,1,0,No Defect,2/1/25,2/1/25,73.86542235353708
2/27/25,PO-46841870,SU-007,Europe,Netherlands,PART-18b4954a,Engine Oil,Lubricants & Fluids,gal,44,19.8,871.2,5,3,1,0,No Defect,2/1/25,2/1/25,0.2647494561314205
2/27/25,PO-2f24162c,SU-005,North America,USA,PART-42399920,Cabin Filter,Filters,ea,95,23.87,2267.65,7,7,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/27/25,PO-5159d644,SU-005,North America,USA,PART-bf4a454b,Air Filter,Filters,ea,88,30.27,2663.76,8,8,1,0,No Defect,2/1/25,2/1/25,1.186853087352049
2/27/25,PO-03399bf2,SU-006,South America,Brazil,PART-1e097245,Bucket,Attachments,ea,2,6651.03,13302.06,38,38,1,0,No Defect,2/1/25,2/1/25,16.30851210209439
